,User,CARD_INDEX,Card_Brand,Card_Type,Card_Number,Expires,CVV,Has_Chip,Cards_Issued,Credit_Limit,Acct_Open_Date,Year_PIN_last_Changed,Card_on_Dark_Web
207,73,0,Mastercard,Debit,5565497732362129,2022-03-01T00:00:00.000,430,0,1,16538,2012-04-01T00:00:00.000,2012,0
208,73,1,Visa,Debit,4072893581482208,2020-12-01T00:00:00.000,578,1,2,22746,2008-01-01T00:00:00.000,2010,0
209,73,2,Mastercard,Debit,5161929618424764,2016-07-01T00:00:00.000,743,1,1,9737,2016-02-01T00:00:00.000,2016,0
210,73,3,Mastercard,Credit,5359358098670039,2019-07-01T00:00:00.000,428,1,1,6500,2011-02-01T00:00:00.000,2014,0
211,73,4,Mastercard,Debit,5093514487076217,2020-06-01T00:00:00.000,889,1,2,2650,2011-02-01T00:00:00.000,2013,0
212,73,5,Visa,Credit,4409790595650716,2012-05-01T00:00:00.000,839,1,2,8200,2009-01-01T00:00:00.000,2011,0
213,73,6,Amex,Credit,373325875666765,2022-01-01T00:00:00.000,204,1,2,6200,2006-11-01T00:00:00.000,2013,0
214,74,0,Amex,Credit,366837170672753,2021-01-01T00:00:00.000,803,1,2,22600,2006-11-01T00:00:00.000,2014,0
215,74,1,Mastercard,Debit,5260255791659846,2024-05-01T00:00:00.000,428,1,2,6940,2006-03-01T00:00:00.000,2009,0
216,74,2,Mastercard,Debit,5911939393457828,2024-03-01T00:00:00.000,410,1,2,23408,1996-04-01T00:00:00.000,2008,0
217,74,3,Visa,Credit,4226284680001632,2022-09-01T00:00:00.000,966,1,2,9700,2004-11-01T00:00:00.000,2007,0
218,75,0,Mastercard,Debit,5624997997810589,2024-06-01T00:00:00.000,992,0,2,10538,2006-07-01T00:00:00.000,2006,0
219,75,1,Mastercard,Debit,5752209560237460,2023-03-01T00:00:00.000,385,1,2,6853,2001-08-01T00:00:00.000,2006,0
220,75,2,Mastercard,Debit,5470018669871087,2020-10-01T00:00:00.000,598,1,2,607,2002-12-01T00:00:00.000,2010,0
221,75,3,Mastercard,Credit,5764603958082866,2021-08-01T00:00:00.000,397,1,1,0,2010-08-01T00:00:00.000,2010,0
222,75,4,Visa,Debit,4378354586828464,2021-06-01T00:00:00.000,644,1,2,8253,2004-10-01T00:00:00.000,2011,0
223,76,0,Visa,Debit,4415203972868492,2020-09-01T00:00:00.000,847,1,2,8492,2020-01-01T00:00:00.000,2020,0
224,77,0,Visa,Credit,4716309780327853,2022-07-01T00:00:00.000,275,1,1,9100,2010-01-01T00:00:00.000,2010,0
225,77,1,Mastercard,Credit,5175414290540891,2022-04-01T00:00:00.000,497,0,2,2600,2011-07-01T00:00:00.000,2011,0
226,77,2,Mastercard,Credit,5079431552272493,2024-05-01T00:00:00.000,813,0,1,7300,2002-11-01T00:00:00.000,2010,0
227,78,0,Visa,Credit,4841586209388617,2020-08-01T00:00:00.000,207,1,1,15000,2009-10-01T00:00:00.000,2009,0
228,78,1,Mastercard,Credit,5133341979041600,2024-04-01T00:00:00.000,497,1,2,18700,2020-02-01T00:00:00.000,2020,0
229,78,2,Visa,Debit,4044685132149960,2021-05-01T00:00:00.000,579,1,1,21458,2020-01-01T00:00:00.000,2020,0
230,78,3,Visa,Credit,4825181289428263,2020-04-01T00:00:00.000,635,0,1,15700,2010-11-01T00:00:00.000,2014,0
231,79,0,Mastercard,Debit,5533057740649374,2020-01-01T00:00:00.000,13,1,2,20765,2014-12-01T00:00:00.000,2014,0
232,79,1,Mastercard,Debit,5137811039972629,2022-06-01T00:00:00.000,170,0,2,18101,2020-02-01T00:00:00.000,2020,0
233,79,2,Visa,Credit,4409545480052957,2024-11-01T00:00:00.000,528,1,1,8400,2020-02-01T00:00:00.000,2020,0
234,79,3,Mastercard,Debit,5169705466479218,2020-03-01T00:00:00.000,66,1,1,1737,2020-01-01T00:00:00.000,2020,0
235,80,0,Mastercard,Credit,5782138554730431,2020-02-01T00:00:00.000,217,1,2,20900,2020-02-01T00:00:00.000,2020,0
236,80,1,Visa,Credit,4450097042295695,2021-11-01T00:00:00.000,601,1,1,23700,2020-02-01T00:00:00.000,2020,0
237,80,2,Mastercard,Credit,5298079382002761,2021-11-01T00:00:00.000,989,1,1,17500,2020-01-01T00:00:00.000,2020,0
238,81,0,Visa,Debit,4911894810892317,2024-06-01T00:00:00.000,769,1,1,26083,2009-12-01T00:00:00.000,2009,0
239,81,1,Visa,Debit,4394014058373538,2022-10-01T00:00:00.000,943,1,1,31589,2008-05-01T00:00:00.000,2008,0
240,81,2,Visa,Credit,4984110253172329,2021-06-01T00:00:00.000,453,1,2,24200,2000-10-01T00:00:00.000,2013,0
241,82,0,Mastercard,Debit,5658875071888530,2020-02-01T00:00:00.000,190,1,2,18321,2020-02-01T00:00:00.000,2020,0
242,83,0,Mastercard,Debit,5377126168537132,2022-10-01T00:00:00.000,94,1,2,7551,2002-11-01T00:00:00.000,2010,0
243,83,1,Mastercard,Debit,5606824501502078,2014-06-01T00:00:00.000,451,1,1,15377,2004-08-01T00:00:00.000,2011,0
244,83,2,Visa,Debit,4501704511432206,2023-03-01T00:00:00.000,324,1,1,12990,2007-10-01T00:00:00.000,2016,0
245,83,3,Visa,Debit,4015096339812707,2023-02-01T00:00:00.000,494,1,1,8509,2010-06-01T00:00:00.000,2010,0
246,84,0,Visa,Debit,4467199760802877,2014-11-01T00:00:00.000,176,1,1,96907,2014-11-01T00:00:00.000,2014,0
247,84,1,Visa,Credit,4081474027835147,2015-07-01T00:00:00.000,45,1,1,43900,2008-03-01T00:00:00.000,2013,0
248,84,2,Visa,Debit (Prepaid),4868297041449163,2020-10-01T00:00:00.000,440,1,2,76,2005-11-01T00:00:00.000,2007,0
249,85,0,Mastercard,Debit,5843714671989158,2020-01-01T00:00:00.000,533,1,2,50915,2020-01-01T00:00:00.000,2020,0
250,85,1,Visa,Debit,4052306795072868,2021-12-01T00:00:00.000,369,1,2,31767,2020-02-01T00:00:00.000,2020,0
251,86,0,Visa,Credit,4229889369220690,2024-04-01T00:00:00.000,82,1,2,13200,2008-07-01T00:00:00.000,2010,0
252,86,1,Mastercard,Credit,5936949471946678,2022-10-01T00:00:00.000,372,1,2,16000,2011-02-01T00:00:00.000,2012,0
253,86,2,Visa,Debit,4748458102584203,2024-07-01T00:00:00.000,223,1,2,18132,2020-01-01T00:00:00.000,2020,0
254,86,3,Visa,Credit,4862788591864799,2019-02-01T00:00:00.000,466,1,1,300,2012-04-01T00:00:00.000,2012,0
255,87,0,Mastercard,Debit,5736838327060448,2022-11-01T00:00:00.000,714,1,2,2236,2000-05-01T00:00:00.000,2015,0
256,87,1,Visa,Debit,4528854599819268,2019-08-01T00:00:00.000,451,1,2,21591,2010-09-01T00:00:00.000,2010,0
257,88,0,Mastercard,Debit,5956798767354537,2020-04-01T00:00:00.000,927,1,2,11521,2020-02-01T00:00:00.000,2020,0
258,88,1,Visa,Credit,4949830998579625,2020-06-01T00:00:00.000,561,0,1,8600,2020-01-01T00:00:00.000,2020,0
259,89,0,Amex,Credit,323782494048404,2020-03-01T00:00:00.000,659,1,1,9800,2003-08-01T00:00:00.000,2010,0
260,89,1,Visa,Credit,4172882144788973,2012-03-01T00:00:00.000,902,1,2,11300,2008-02-01T00:00:00.000,2009,0
261,89,2,Mastercard,Credit,5153494647482349,2019-10-01T00:00:00.000,492,1,1,8400,2009-04-01T00:00:00.000,2011,0
262,89,3,Mastercard,Debit,5513208341097350,2023-12-01T00:00:00.000,789,1,1,16597,1999-01-01T00:00:00.000,2009,0
263,89,4,Amex,Credit,316138720673532,2020-09-01T00:00:00.000,876,1,2,9400,2008-09-01T00:00:00.000,2008,0
264,90,0,Visa,Debit,4709941855155413,2008-12-01T00:00:00.000,122,1,1,18702,2007-12-01T00:00:00.000,2007,0
265,91,0,Visa,Debit,4725438629956463,2022-06-01T00:00:00.000,675,1,1,24806,2007-06-01T00:00:00.000,2007,0
266,91,1,Visa,Debit,4992990568824247,2023-05-01T00:00:00.000,457,1,1,19856,2007-11-01T00:00:00.000,2011,0
267,92,0,Visa,Debit (Prepaid),4580252759299284,2021-02-01T00:00:00.000,397,1,2,68,2010-02-01T00:00:00.000,2010,0
268,92,1,Amex,Credit,347103137777594,2022-12-01T00:00:00.000,791,1,2,4900,2009-06-01T00:00:00.000,2009,0
269,93,0,Mastercard,Debit,5779387577644606,2022-02-01T00:00:00.000,421,1,1,13390,2020-02-01T00:00:00.000,2020,0
270,93,1,Amex,Credit,343258769247986,2024-11-01T00:00:00.000,210,1,3,8400,2020-02-01T00:00:00.000,2020,0
271,94,0,Amex,Credit,374396421501669,2024-03-01T00:00:00.000,659,1,2,13700,2012-02-01T00:00:00.000,2012,0
272,95,0,Discover,Credit,6308795344040919,2024-11-01T00:00:00.000,205,1,2,4200,2016-06-01T00:00:00.000,2016,0
273,96,0,Visa,Debit,4439832703761219,2020-08-01T00:00:00.000,424,1,2,2292,2009-10-01T00:00:00.000,2015,0
274,96,1,Amex,Credit,304372446656131,2021-03-01T00:00:00.000,495,1,1,8800,2010-07-01T00:00:00.000,2010,0
275,97,0,Mastercard,Credit,5881384408371205,2023-03-01T00:00:00.000,312,0,2,7600,2006-11-01T00:00:00.000,2009,0
276,97,1,Visa,Credit,4966727954053977,2021-11-01T00:00:00.000,756,1,2,6200,2005-05-01T00:00:00.000,2018,0
277,98,0,Mastercard,Credit,5784959743819578,2023-07-01T00:00:00.000,348,1,1,12900,1999-06-01T00:00:00.000,2011,0
278,98,1,Mastercard,Debit,5617375085275816,2022-06-01T00:00:00.000,228,1,2,18820,2008-09-01T00:00:00.000,2015,0
279,98,2,Visa,Debit,4813292561037475,2005-07-01T00:00:00.000,979,1,2,16167,2004-06-01T00:00:00.000,2009,0
280,98,3,Mastercard,Credit,5659042637826477,2023-06-01T00:00:00.000,857,1,2,4200,2007-02-01T00:00:00.000,2011,0
281,98,4,Mastercard,Debit,5691123059106648,2024-08-01T00:00:00.000,190,1,2,18861,2006-06-01T00:00:00.000,2011,0
282,98,5,Visa,Debit,4803335286454198,2020-02-01T00:00:00.000,568,0,1,27231,2011-02-01T00:00:00.000,2011,0
283,99,0,Visa,Debit,4274334344737347,2024-12-01T00:00:00.000,174,1,1,24390,2020-02-01T00:00:00.000,2020,0
284,99,1,Mastercard,Debit,5073514573038606,2023-02-01T00:00:00.000,802,1,1,3106,2020-02-01T00:00:00.000,2020,0
285,100,0,Mastercard,Debit,5550999995379539,2020-07-01T00:00:00.000,980,1,2,13595,2006-03-01T00:00:00.000,2010,0
286,100,1,Discover,Credit,6616646974839947,2009-11-01T00:00:00.000,72,0,2,12300,2009-10-01T00:00:00.000,2009,0
287,100,2,Mastercard,Credit,5384097503885721,2019-02-01T00:00:00.000,704,1,2,12300,2005-08-01T00:00:00.000,2009,0
288,100,3,Mastercard,Debit,5082019741631139,2021-04-01T00:00:00.000,459,1,1,20743,2016-06-01T00:00:00.000,2016,0
289,100,4,Mastercard,Debit,5843429452249829,2021-08-01T00:00:00.000,570,1,2,17706,2003-06-01T00:00:00.000,2010,0
290,100,5,Mastercard,Debit,5898198294277172,2022-08-01T00:00:00.000,332,1,2,20962,2009-05-01T00:00:00.000,2009,0
291,100,6,Mastercard,Debit,5433366978583845,2024-03-01T00:00:00.000,530,1,2,19439,1997-01-01T00:00:00.000,2007,0
292,101,0,Visa,Debit,4073664438482773,2022-03-01T00:00:00.000,973,0,1,30160,2003-06-01T00:00:00.000,2017,0
293,101,1,Amex,Credit,349088998842560,2022-06-01T00:00:00.000,652,1,2,0,2018-06-01T00:00:00.000,2018,0
294,101,2,Visa,Debit,4701143570043786,2012-11-01T00:00:00.000,807,0,1,28937,2004-02-01T00:00:00.000,2008,0
295,102,0,Mastercard,Debit (Prepaid),5151149006132572,2020-05-01T00:00:00.000,636,0,2,22,2005-03-01T00:00:00.000,2011,0
296,102,1,Mastercard,Debit,5289860104321083,2015-08-01T00:00:00.000,59,1,2,1575,2004-01-01T00:00:00.000,2005,0
297,102,2,Mastercard,Debit,5496658602251095,2020-12-01T00:00:00.000,962,1,2,7562,2002-10-01T00:00:00.000,2011,0
298,102,3,Mastercard,Debit,5571413073625472,2024-05-01T00:00:00.000,741,1,2,17211,1999-08-01T00:00:00.000,2013,0
299,102,4,Visa,Credit,4255418851751854,2010-06-01T00:00:00.000,361,0,2,9500,2008-05-01T00:00:00.000,2010,0
300,103,0,Mastercard,Debit,5718393085724653,2022-11-01T00:00:00.000,117,1,2,24191,2011-06-01T00:00:00.000,2011,0
301,103,1,Mastercard,Debit (Prepaid),5358119472579247,2023-03-01T00:00:00.000,129,1,2,68,2005-07-01T00:00:00.000,2006,0
302,103,2,Mastercard,Debit,5615933957470022,2020-02-01T00:00:00.000,432,1,2,8037,2007-05-01T00:00:00.000,2010,0
303,103,3,Mastercard,Debit (Prepaid),5310685272979011,2018-02-01T00:00:00.000,830,1,2,97,2009-02-01T00:00:00.000,2015,0
304,104,0,Mastercard,Debit,5198251438400161,2021-05-01T00:00:00.000,789,1,1,15555,2020-01-01T00:00:00.000,2020,0
305,104,1,Mastercard,Debit,5306340091674907,2016-05-01T00:00:00.000,523,1,1,18242,2016-04-01T00:00:00.000,2016,0
306,104,2,Visa,Debit (Prepaid),4338828980282998,2021-12-01T00:00:00.000,148,1,2,62,2020-02-01T00:00:00.000,2020,0
307,104,3,Visa,Debit,4430018858326722,2022-12-01T00:00:00.000,451,0,1,16715,2020-01-01T00:00:00.000,2020,0
308,105,0,Mastercard,Debit (Prepaid),5439358068470043,2020-02-01T00:00:00.000,309,1,1,46,2020-02-01T00:00:00.000,2020,0
309,106,0,Mastercard,Debit,5139001522381220,2021-04-01T00:00:00.000,740,1,2,20195,2012-02-01T00:00:00.000,2012,0
310,106,1,Mastercard,Debit,5420521698473433,2019-07-01T00:00:00.000,257,1,2,39818,2019-06-01T00:00:00.000,2019,0
311,106,2,Visa,Debit,4873407892539448,2018-09-01T00:00:00.000,423,1,2,33736,2010-05-01T00:00:00.000,2010,0
312,107,0,Mastercard,Debit,5205177909482379,2011-11-01T00:00:00.000,911,1,2,17850,2008-08-01T00:00:00.000,2008,0
313,107,1,Amex,Credit,324624221959001,2021-02-01T00:00:00.000,846,1,2,11300,2005-08-01T00:00:00.000,2008,0
314,108,0,Visa,Debit,4853013168432421,2015-09-01T00:00:00.000,554,0,2,1981,2010-05-01T00:00:00.000,2014,0
315,108,1,Mastercard,Debit,5770027992115355,2024-07-01T00:00:00.000,811,1,1,15695,2009-08-01T00:00:00.000,2010,0
316,108,2,Mastercard,Debit,5305462513282842,2014-06-01T00:00:00.000,605,1,2,23475,2008-03-01T00:00:00.000,2011,0
317,109,0,Mastercard,Credit,5656749855983523,2017-06-01T00:00:00.000,315,1,1,12900,2001-11-01T00:00:00.000,2011,0
318,109,1,Mastercard,Debit (Prepaid),5755720451424427,2021-02-01T00:00:00.000,988,1,1,91,2011-04-01T00:00:00.000,2011,0
319,109,2,Mastercard,Debit,5833925436440570,2022-10-01T00:00:00.000,344,1,2,15341,1999-02-01T00:00:00.000,2014,0
320,110,0,Mastercard,Debit,5116904368864992,2015-06-01T00:00:00.000,698,1,2,42116,2010-09-01T00:00:00.000,2011,0
321,110,1,Mastercard,Debit,5945680972992846,2020-01-01T00:00:00.000,843,0,2,39312,2020-01-01T00:00:00.000,2020,0
322,111,0,Visa,Debit,4082503635321960,2008-04-01T00:00:00.000,947,0,2,21370,2005-06-01T00:00:00.000,2010,0
323,111,1,Amex,Credit,356204311290241,2022-12-01T00:00:00.000,312,1,2,16700,2011-10-01T00:00:00.000,2011,0
324,111,2,Amex,Credit,356951210404599,2024-10-01T00:00:00.000,952,1,1,17800,2007-11-01T00:00:00.000,2011,0
325,111,3,Mastercard,Credit,5697567028506344,2020-11-01T00:00:00.000,356,1,2,16200,2007-12-01T00:00:00.000,2011,0
326,111,4,Amex,Credit,333504501414647,2020-12-01T00:00:00.000,276,1,1,17700,2011-05-01T00:00:00.000,2013,0
327,112,0,Mastercard,Credit,5106045376475662,2021-03-01T00:00:00.000,686,1,1,14600,2000-01-01T00:00:00.000,2012,0
328,112,1,Visa,Credit,4899127312611091,2024-07-01T00:00:00.000,490,1,2,10700,2009-09-01T00:00:00.000,2011,0
329,112,2,Mastercard,Debit (Prepaid),5241392304445807,2023-07-01T00:00:00.000,137,1,1,89,2010-04-01T00:00:00.000,2010,0
330,113,0,Mastercard,Debit,5691422356177731,2006-09-01T00:00:00.000,349,1,3,11398,2006-08-01T00:00:00.000,2013,0
331,114,0,Mastercard,Credit,5272030426588008,2023-12-01T00:00:00.000,905,1,2,8200,2008-12-01T00:00:00.000,2010,0
332,114,1,Mastercard,Credit,5399201189421219,2021-06-01T00:00:00.000,479,1,1,6100,2008-08-01T00:00:00.000,2008,0
333,114,2,Mastercard,Debit,5158754138100901,2024-07-01T00:00:00.000,813,1,1,15820,2011-06-01T00:00:00.000,2011,0
334,115,0,Mastercard,Debit,5607458054846909,2023-08-01T00:00:00.000,252,1,2,9774,2020-02-01T00:00:00.000,2020,0
335,116,0,Visa,Debit,4199613929770276,2023-09-01T00:00:00.000,765,1,1,22833,2013-05-01T00:00:00.000,2013,0
336,116,1,Visa,Debit,4912898188628991,2022-11-01T00:00:00.000,446,1,1,48502,2020-01-01T00:00:00.000,2020,0
337,116,2,Visa,Debit,4729953228374508,2022-07-01T00:00:00.000,461,1,2,34888,2019-04-01T00:00:00.000,2019,0
338,116,3,Visa,Debit,4164595738782783,2019-08-01T00:00:00.000,90,0,1,29503,2014-08-01T00:00:00.000,2014,0
339,116,4,Mastercard,Debit,5036328460113700,2021-08-01T00:00:00.000,627,1,2,19570,2019-01-01T00:00:00.000,2019,0
340,116,5,Mastercard,Debit,5975006425756630,2023-12-01T00:00:00.000,551,1,1,22297,2017-05-01T00:00:00.000,2017,0
341,116,6,Visa,Debit,4420959167134444,2023-09-01T00:00:00.000,75,1,1,20031,2015-06-01T00:00:00.000,2015,0
342,116,7,Mastercard,Debit,5016998590035219,2020-02-01T00:00:00.000,597,1,2,30323,2020-02-01T00:00:00.000,2020,0
343,116,8,Amex,Credit,308100975355379,2024-04-01T00:00:00.000,881,1,1,19000,2020-01-01T00:00:00.000,2020,0
344,117,0,Mastercard,Debit,5835253444174486,2020-02-01T00:00:00.000,308,1,1,18162,2018-07-01T00:00:00.000,2018,0
345,117,1,Visa,Debit (Prepaid),4049734716799356,2020-12-01T00:00:00.000,662,1,1,54,2020-01-01T00:00:00.000,2020,0
346,117,2,Mastercard,Credit,5314005209195975,2022-08-01T00:00:00.000,991,1,1,8700,2020-02-01T00:00:00.000,2020,0
347,117,3,Mastercard,Debit,5849554532579598,2021-05-01T00:00:00.000,767,1,1,14295,2020-01-01T00:00:00.000,2020,0
348,118,0,Visa,Debit,4997798155113400,2024-11-01T00:00:00.000,545,0,1,17620,2019-11-01T00:00:00.000,2019,0
349,118,1,Mastercard,Debit,5309940542589432,2020-02-01T00:00:00.000,924,1,2,17201,2015-01-01T00:00:00.000,2015,0
350,118,2,Discover,Credit,6108413838069051,2021-08-01T00:00:00.000,894,1,1,8300,2020-01-01T00:00:00.000,2020,0
351,119,0,Visa,Debit,4251102360489444,2023-08-01T00:00:00.000,439,1,2,17853,2008-11-01T00:00:00.000,2011,0
352,119,1,Mastercard,Debit,5557372707231204,2024-12-01T00:00:00.000,434,1,1,10794,2018-04-01T00:00:00.000,2018,0
353,119,2,Mastercard,Debit,5865546237246039,2019-12-01T00:00:00.000,155,1,1,15832,2010-11-01T00:00:00.000,2011,0
354,120,0,Mastercard,Debit (Prepaid),5878511318941183,2006-10-01T00:00:00.000,699,1,1,26,2006-07-01T00:00:00.000,2019,0
355,120,1,Mastercard,Credit,5825403139414547,2013-05-01T00:00:00.000,531,1,2,16300,2007-11-01T00:00:00.000,2009,0
356,121,0,Mastercard,Debit,5407870927189092,2024-10-01T00:00:00.000,228,1,2,14836,2020-01-01T00:00:00.000,2020,0
357,121,1,Mastercard,Debit,5089025651729124,2024-07-01T00:00:00.000,464,1,2,13972,2020-01-01T00:00:00.000,2020,0
358,122,0,Mastercard,Debit,5847313041147612,2024-06-01T00:00:00.000,574,1,1,33103,2013-06-01T00:00:00.000,2013,0
359,122,1,Mastercard,Debit,5454341430423098,2023-09-01T00:00:00.000,247,1,1,20847,2008-08-01T00:00:00.000,2010,0
360,122,2,Mastercard,Debit,5183724144988670,2013-11-01T00:00:00.000,569,1,1,31807,2013-10-01T00:00:00.000,2013,0
361,122,3,Visa,Credit,4903105068681962,2024-03-01T00:00:00.000,274,1,1,16100,2002-02-01T00:00:00.000,2014,0
362,123,0,Mastercard,Debit,5370803294413435,2021-07-01T00:00:00.000,851,1,1,28894,2002-05-01T00:00:00.000,2011,0
363,123,1,Visa,Debit (Prepaid),4129518763612024,2002-03-01T00:00:00.000,84,1,1,61,2002-02-01T00:00:00.000,2009,0
364,123,2,Visa,Credit,4164752448797896,2023-02-01T00:00:00.000,24,1,1,12500,2010-09-01T00:00:00.000,2012,0
365,124,0,Mastercard,Debit,5557896137687493,2023-06-01T00:00:00.000,598,1,2,15409,2009-04-01T00:00:00.000,2010,0
366,124,1,Mastercard,Credit,5675172699563859,2023-08-01T00:00:00.000,294,1,1,5300,2003-10-01T00:00:00.000,2012,0
367,124,2,Mastercard,Debit,5259283165298575,2016-12-01T00:00:00.000,403,1,1,13469,2006-05-01T00:00:00.000,2009,0
368,125,0,Mastercard,Debit,5155446517379011,2020-05-01T00:00:00.000,719,1,1,16524,2020-01-01T00:00:00.000,2020,0
369,125,1,Mastercard,Debit,5831064486667385,2020-01-01T00:00:00.000,570,0,1,29526,2020-01-01T00:00:00.000,2020,0
370,125,2,Mastercard,Debit,5157956439521808,2023-07-01T00:00:00.000,657,1,1,16407,2020-02-01T00:00:00.000,2020,0
371,126,0,Mastercard,Debit (Prepaid),5874195902667119,2023-04-01T00:00:00.000,206,1,2,61,2008-06-01T00:00:00.000,2015,0
372,126,1,Mastercard,Debit,5803563077451662,2020-11-01T00:00:00.000,827,1,2,40628,2009-10-01T00:00:00.000,2014,0
373,126,2,Mastercard,Debit,5283475217390040,2010-08-01T00:00:00.000,149,1,2,24980,2008-04-01T00:00:00.000,2014,0
374,127,0,Mastercard,Debit,5316882967513700,2020-05-01T00:00:00.000,122,1,1,10290,2020-02-01T00:00:00.000,2020,0
375,127,1,Mastercard,Debit (Prepaid),5962806753089588,2023-01-01T00:00:00.000,217,1,1,84,2018-10-01T00:00:00.000,2018,0
376,128,0,Visa,Debit,4631099146168683,2018-12-01T00:00:00.000,597,1,1,13725,2007-03-01T00:00:00.000,2014,0
377,128,1,Visa,Debit,4716755530325962,2024-12-01T00:00:00.000,821,1,2,8278,2008-09-01T00:00:00.000,2010,0
378,128,2,Visa,Debit,4053406246662206,2020-09-01T00:00:00.000,491,1,2,13514,2009-06-01T00:00:00.000,2018,0
379,128,3,Mastercard,Credit,5105518827174579,2024-11-01T00:00:00.000,883,1,1,3800,2011-04-01T00:00:00.000,2011,0
380,129,0,Mastercard,Debit,5192370991764802,2024-10-01T00:00:00.000,603,1,2,15119,2005-04-01T00:00:00.000,2011,0
381,130,0,Mastercard,Debit (Prepaid),5182568921946800,2021-01-01T00:00:00.000,310,1,1,81,2020-01-01T00:00:00.000,2020,0
382,130,1,Mastercard,Debit,5394718113711366,2020-02-01T00:00:00.000,16,1,1,34183,2020-01-01T00:00:00.000,2020,0
383,130,2,Visa,Credit,4864430404023760,2022-07-01T00:00:00.000,534,1,1,22200,2020-01-01T00:00:00.000,2020,0
384,131,0,Mastercard,Debit,5124153601404702,2022-02-01T00:00:00.000,6,1,1,15117,2020-02-01T00:00:00.000,2020,0
385,131,1,Visa,Debit (Prepaid),4073696489940421,2020-04-01T00:00:00.000,274,1,2,81,2010-06-01T00:00:00.000,2010,0
386,132,0,Mastercard,Debit,5476802835185783,2023-05-01T00:00:00.000,744,1,2,1543,2003-06-01T00:00:00.000,2009,0
387,133,0,Mastercard,Debit,5753359093924163,2024-09-01T00:00:00.000,795,1,1,22821,2020-01-01T00:00:00.000,2020,0
388,133,1,Visa,Credit,4201957315957623,2023-01-01T00:00:00.000,619,1,1,13200,2020-02-01T00:00:00.000,2020,0
389,133,2,Mastercard,Debit,5786593463189278,2024-08-01T00:00:00.000,58,1,1,16330,2020-01-01T00:00:00.000,2020,0
390,133,3,Visa,Debit (Prepaid),4091173399720381,2020-01-01T00:00:00.000,916,0,2,39,2020-01-01T00:00:00.000,2020,0
391,134,0,Mastercard,Credit,5345794459975216,2007-11-01T00:00:00.000,412,1,2,6400,2007-11-01T00:00:00.000,2011,0
392,134,1,Visa,Credit,4897384992083944,2000-05-01T00:00:00.000,382,1,1,3500,2000-05-01T00:00:00.000,2007,0
393,134,2,Visa,Debit,4171955938083789,2023-04-01T00:00:00.000,251,1,1,12606,2018-12-01T00:00:00.000,2018,0
394,134,3,Visa,Debit,4906405312400640,2023-02-01T00:00:00.000,579,1,1,9921,2018-01-01T00:00:00.000,2018,0
395,134,4,Visa,Debit (Prepaid),4176098872817204,2022-05-01T00:00:00.000,661,1,2,96,2007-08-01T00:00:00.000,2009,0
396,134,5,Mastercard,Debit,5412244076346677,2024-12-01T00:00:00.000,594,1,1,18964,2003-02-01T00:00:00.000,2009,0
397,135,0,Mastercard,Debit,5297260201877616,2024-01-01T00:00:00.000,580,1,2,3711,2007-04-01T00:00:00.000,2013,0
398,136,0,Mastercard,Debit,5735792874705665,2023-03-01T00:00:00.000,748,0,1,35279,2015-02-01T00:00:00.000,2015,0
399,136,1,Visa,Credit,4863498051032543,2020-07-01T00:00:00.000,593,1,2,13800,2008-11-01T00:00:00.000,2015,0
400,136,2,Mastercard,Debit,5489970186857774,2022-02-01T00:00:00.000,7,1,2,24215,2002-07-01T00:00:00.000,2007,0
401,137,0,Visa,Credit,4508109473981620,2024-09-01T00:00:00.000,763,1,1,19400,2007-11-01T00:00:00.000,2010,0
402,137,1,Visa,Debit (Prepaid),4800041020887836,2020-06-01T00:00:00.000,59,1,2,30,2005-03-01T00:00:00.000,2014,0
403,137,2,Visa,Debit,4144574679317199,2024-03-01T00:00:00.000,543,1,2,17208,2010-01-01T00:00:00.000,2016,0
404,137,3,Mastercard,Credit,5919854740342964,2004-11-01T00:00:00.000,604,1,2,18300,2001-01-01T00:00:00.000,2011,0
405,137,4,Mastercard,Debit,5208447578218097,2021-09-01T00:00:00.000,126,1,1,51012,2014-02-01T00:00:00.000,2014,0
406,137,5,Amex,Credit,320735955126194,2019-02-01T00:00:00.000,686,1,1,15000,2009-01-01T00:00:00.000,2011,0
407,138,0,Visa,Credit,4325807240930443,2018-04-01T00:00:00.000,642,1,1,7600,2006-05-01T00:00:00.000,2009,0
408,138,1,Mastercard,Debit,5672870607977288,2023-11-01T00:00:00.000,952,1,2,8052,2005-03-01T00:00:00.000,2012,0
